Mov_id,Title,Year,Critic_rate,Aud_rate,Aud_count,Dir_id
4637,Red Scorpion,1989,3.3,0,0,joseph_zito
4638,Jurassic Park III,2001,5.2,3,38571,joe_johnston
4639,America's Sweethearts,2001,4.6,2.8,17330,joe_roth
4641,Ghost World,2001,7.8,3.6,20727,terry_zwigoff
4642,Hedwig and the Angry Inch,2001,7.8,4.1,11932,john_cameron_mitchell
4644,Pane e tulipani,2000,6.3,3.9,1393,silvio_soldini
4646,Greenfingers,2000,5.2,3.5,1333,joel_hershman
4649,Wet Hot American Summer,2001,4.3,3.7,7016,david_wain
4650,Relentless,1989,0,0,0,william_lustig
4651,Blueberry,2004,4.2,0,0,jan_kounen
4652,The Return of Swamp Thing,1989,0,0,0,jim_wynorski
4653,The Return of the Musketeers,1989,5.6,0,0,richard_lester
4654,Road House,1989,5.2,3.2,10370,rowdy_herrington
4655,Romero,1989,7.3,3.8,512,john_duigan
4656,Rosalie Goes Shopping,1989,6.1,3.6,136,percy_adlon
4657,Rude Awakening,1998,\N,\N,\N,
4658,Santa sangre,1989,6.8,4.1,2145,alejandro_jodorowsky
4659,Notes on a Scandal,2006,7.5,3.7,22200,richard_eyre
4660,Scenes from the Class Struggle in Beverly Hills,1989,5.8,3,268,paul_bartel
4661,Sea of Love,1989,7,3.3,3334,harold_becker
4662,See No Evil Hear No Evil,1989,3.4,3.3,6015,arthur_hiller
4663,She's Out of Control,1989,3,2.8,915,stan_dragoti
4664,Shirley Valentine,1989,6.3,3.8,1235,lewis_gilbert
4665,Shocker,1989,3.4,0,0,wes_craven
4666,Skin Deep,1989,4.8,3,517,blake_edwards
4667,Slaves of New York,1989,2.9,3.2,287,james_ivory
4668,Some Girls,1988,0,0,0,michael_hoffman
4669,Stepfather II,1989,\N,\N,\N,jeff_burr
4670,The Stepfather,1987,6.5,3.4,1144,joseph_ruben
4671,Sweetie,1989,7.1,3.6,538,jane_campion
4672,The Tall Guy,1989,6.7,3.1,901,mel_smith
4673,Tango & Cash,1989,4.3,3,9072,andreykonchalovskiy
4675,Three Fugitives,1989,3.9,0,0,francis_veber
4676,Troop Beverly Hills,1989,3.2,2.6,2799,jeff_kanew
4677,Turner & Hooch,1989,5.2,0,0,roger_spottiswoode
4678,UHF,1989,5.5,3.2,7472,jay_levey
4679,Uncle Buck,1989,5.8,3.2,13669,1053315-john_hughes
4680,Vampire's Kiss,1988,5.9,2.9,2172,robert_bierman
4681,The War of the Roses,1989,7,3.2,5702,danny_devito
4682,Warlock,1989,5.3,3.1,2153,steve_miner
4683,The Wizard,1989,4.3,3.1,3783,todd_holland_ii
4684,Worth Winning,1989,0,0,0,will_mackenzie
4685,Warlock: The Armageddon,1993,0,0,0,anthony_hickox
4686,Weekend at Bernie's II,1993,2.5,0,0,robert_klane
4687,Billy Liar,1963,7.6,4,754,john_schlesinger
4688,Black Robe,1991,7,3.3,1641,bruce_beresford
4689,Il gatto a nove code,1971,6.4,0,0,dario_argento
4690,The Cotton Club,1984,6.3,3.2,1978,francis_ford_coppola
4691,Def-Con 4,1985,0,0,0,paul_donovan
4692,The Hotel New Hampshire,1984,6.1,0,0,tony_richardson
4693,Idiot Box,1996,0,0,0,david_caesar
4694,Left Luggage,1998,5,4.1,417,jeroen_krabbe
4695,Who'll Stop the Rain,1978,6.8,0,0,karel_reisz
4696,Zorro the Gay Blade,1981,4.8,3.2,1667,peter_medak
4697,Basket Case,1982,6.3,0,0,frank_henenlotter
4698,Orphans,1997,\N,\N,\N,peter_mullan
4699,Original Sin,2001,3.4,3.2,10609,michael_cristofer
4700,The Princess Diaries,2001,5.1,3.2,83951,garry_marshall
4701,Rush Hour 2,2001,5.4,3.3,64114,brett_ratner
4702,Thomas est amoureux,2000,\N,\N,\N,_0719348
4704,Hatari!,1962,6.6,3.7,1953,howard_hawks
4705,La cage aux folles,1978,8,3.7,1639,edouard_molinaro
4706,La cage aux folles II,1980,0,0,0,edouard_molinaro
4707,Liebestraum,1991,5.6,3.1,260,mike_figgis
4708,Marat/Sade,1967,\N,\N,\N,_0111656
4709,Paint Your Wagon,1969,4.7,3.4,1851,joshua_logan
4710,The Shootist,1976,7.9,3.9,2835,don_siegel
4711,Theremin: An Electronic Odyssey,1994,7.6,3.5,288,steven_m_martin
4712,L'enfant sauvage,1970,8.4,3.7,996,francois_truffaut
4713,Altered States,1980,6.9,3.4,4339,ken_russell
4714,Any Which Way You Can,1980,4.9,3.1,3457,buddy_van_horn
4715,A Crude Awakening: The Oil Crash,2006,6.5,4,969,basil_gelpke_ray_mccormack
4716,Bad Timing,1980,6.9,3.7,926,nicolas_roeg
4717,The Big Brawl,1980,5.1,0,0,robert_clouse
4719,Osmosis Jones,2001,5.5,2.8,7220,bobby_farrelly
4720,The Others,2001,7.2,3.3,47632,alejandro_amenabar
4721,American Outlaws,2001,3.6,3.2,5353,les_mayfield
4722,All Over the Guy,2001,4.9,3.5,1303,julie_davis
4723,The Deep End,2001,7.1,3.3,1107,scott_mcgehee
4724,On the Edge,2001,\N,\N,\N,john_carney
4725,Session 9,2001,6.2,3.4,5642,brad_anderson
4726,The Turandot Project,2000,6.9,3.3,205,allan_miller
4727,Captain Corelli's Mandolin,2001,4.4,2.9,7435,john_madden
4728,Rat Race,2001,4.9,3.1,23720,jerry_zucker
4729,Aberdeen,2000,7,3.7,511,hans_peter_moland
4731,Innocence,2004,6.7,3.7,1170,lucile_hadzihalilovic
4732,Bubble Boy,2001,3.8,2.8,14041,blair-hayes
4734,Jay and Silent Bob Strike Back,2001,5.6,3.4,44787,1030366-kevin_smith
4735,Ghosts of Mars,2001,3.6,2.4,6302,1040928-john_carpenter
4736,Summer Catch,2001,3.1,2.6,6249,michael_tollin
4737,An American Rhapsody,2001,0,0,0,don_abernathy
4738,Happy Accidents,2000,6.3,3.7,1489,brad_anderson
4739,Famous,2000,5.4,3.1,356,griffin_dunne
4740,Maybe Baby,2000,5.1,3.1,1495,ben_elton
4741,Tillsammans,2000,7.2,4,2485,lukas_moodysson
4743,Tortilla Soup,2001,6.3,3.5,996,maria_ripoll
4744,Jeepers Creepers,2001,5.1,2.9,22835,victor_salva
4745,O,2001,6,3,4986,tim_blake_nelson
4746,Waking Up in Reno,2002,3.6,2.9,1272,jordan_brady
4747,Speedway Junky,1999,4.4,3.2,549,nickolas_perry
4748,3 Ninjas,1992,3.4,0,0,jon_turteltaub
4749,3 Ninjas Kick Back,1994,2.8,2.6,6654,charles_t_kanganis
4750,3 Ninjas Knuckle Up,1995,0,0,0,sangok_shin
4751,The Hunter,1980,4.8,3.2,898,buzz_kulik
4752,Maniac,1980,4.9,0,0,william_lustig
4754,The Wicker Man,1973,7.7,3.6,8988,robin-hardy
4755,Wish Upon a Star,1996,0,0,0,blair_treu
4756,The Three Musketeers,1973,7.1,0,0,richard_lester
4757,Rock Star,2001,0,0,0,pravin_kanth
4758,Soul Survivors,2001,2.6,2.6,2441,stephen_carpenter
4759,Two Can Play That Game,2001,4.9,3.6,5802,1055580-mark_brown
4760,Bounce: Behind the Velvet Rope,2000,5.2,2.9,339,steven_cantor
4761,Diamond Men,2000,7,3.2,367,dan_cohen
4763,Satree lek,2000,5.2,3.6,603,youngyooth_thongkonthun
4764,Kill Me Later,2001,4.2,3.6,530,dana_lustig
4765,L.I.E.,2001,7,3.7,1868,michael_cuesta
4766,La virgen de los sicarios,2000,6.6,3.3,450,barbet_schroeder
4767,Abbott and Costello Meet the Mummy,1955,4.9,0,0,charles_lamont
4768,Dr. Mabuse der Spieler - Ein Bild der Zeit,1922,7.4,4.1,721,fritz_lang
4769,Into the Arms of Strangers: Stories of the Kindertransport,2000,7.7,3.8,433,mark_jonathan_harris
4770,The Glass House,2001,4.2,2.8,7214,daniel_sackheim
4771,Hard Ball,2001,\N,\N,\N,brian_robbins
4772,Dinner Rush,2000,7.1,3.8,853,bob-giraldi
4773,Haiku Tunnel,2001,5.6,3.4,353,jacob_kornbluth
4774,Big Trouble,2002,5.4,2.9,3336,barry_sonnenfeld
4775,Glitter,2001,2.8,2.1,7598,vondie_curtishall
4776,Training Day,2001,6.5,3.6,50545,antoine_fuqua
4777,The American Astronaut,2001,0,0,0,paul_unwin
4778,Children Underground,2001,7.5,4.2,389,edet_belzberg
4779,Go Tigers!,2001,7.1,3.3,227,kenneth_a_carlson
4780,Taken,2008,5.8,4,307912,pierre_morel
4781,Megiddo: The Omega Code 2,2001,3.1,3.1,612,brian-trenchard-smith
4782,Sidewalks of New York,2001,5.5,3.1,1120,edward_burns
4784,The French Lieutenant's Woman,1981,7.1,3.5,1859,karel_reisz
4785,Il grande silenzio,1968,\N,\N,\N,sergio_corbucci
4786,The Legend of Hell House,1973,5.7,3.3,1221,john_hough
4787,Little Man Tate,1991,6.2,3.2,2824,jodie_foster
4788,Moskva slezam ne verit,1980,0,0,0,vladimir_menshov
4789,Phantom of the Paradise,1974,7.6,3.9,3007,brian_de_palma
4790,The Return of a Man Called Horse,1976,5.7,3.2,576,irvin_kershner
4791,Valdez Is Coming,1971,0,0,0,edwin_sherin
4793,Montenegro,1981,7,3.6,259,dusan_makavejev
4794,The Phantom of the Opera,1925,7.9,3.7,6169,rupert_julian
4795,Father Goose,1964,6.3,0,0,ralph_nelson
4796,The Grass Is Greener,1960,6.6,0,0,stanley_donen
4797,A Hole in the Head,1959,6.2,0,0,frank_capra
4798,Indiscreet,1958,7.2,0,0,stanley_donen
4799,It's a Mad Mad Mad Mad World,1963,6.7,3.6,5290,stanley_kramer
4800,King Solomon's Mines,1950,7.4,0,0,andrew_marton
4801,The Little Foxes,1941,8.5,0,0,william_wyler
4802,Operation Petticoat,1959,6.6,0,0,blake_edwards
4803,Play Misty for Me,1971,7.3,3.5,2914,clint_eastwood
4804,Pocketful of Miracles,1961,5.8,0,0,frank_capra
4805,Sayonara,1957,7.2,0,0,joshua_logan
4806,Obchod na korze,1965,8.9,0,0,elmar-klos
4808,The Vanishing,1993,4.8,3.1,3338,george_sluizer
4809,Silkwood,1983,7,3.7,2741,mike_nichols
4810,I Never Promised You a Rose Garden,1977,0,3.3,304,1060941-anthony_page
4811,Quadrophenia,1979,7.2,0,0,franc_roddam
4812,SpaceCamp,1986,4.8,2.9,2441,harry_winer
4813,When Worlds Collide,1951,5.9,3.4,786,_0005789
4814,Don't Say a Word,2001,4.4,3,6502,gary_fleder
4815,Hearts in Atlantis,2001,5.7,3.3,4981,scott_hicks
4816,Zoolander,2001,5.9,3.3,107651,ben_stiller
4817,Born Romantic,2000,5.5,3.3,588,david_kane
4818,Extreme Days,2001,4.4,3.9,1488,eric_hannah
4819,Go Figure,2005,0,0,0,francine_mcdougall
4820,Won't Anybody Listen,2001,0,0,0,dov_kelemer
4822,Max Keeble's Big Move,2001,4.2,2.7,2400,tim_hill_iii
4823,Serendipity,2001,5.7,3.4,43975,peter_chelsom
4824,Grateful Dawg,2000,6.2,3.6,223,gillian_grisman
4825,La ciénaga,2001,6.9,3.8,474,lucrecia_martel
4826,The Big Red One,1980,7.7,3.6,2424,samuel_fuller
4827,Boogeyman,2005,3.4,2.5,13866,stephen_t_kay
4828,La boum,1980,\N,\N,\N,_0684509
4829,Lady in a Cage,1964,4.3,0,0,walter_grauman
4830,Brubaker,1980,6.9,3.5,1436,stuart_rosenberg
4831,Can't Stop the Music,1980,2.3,2.7,850,1073412-nancy_walker
4832,Carny,1980,0,3.3,264,robert-kaylor
4833,Changeling,2008,6.3,3.8,63438,clint_eastwood
4834,Cheech & Chong's Next Movie,1980,0,0,0,tommy_chong
4835,Coal Miner's Daughter,1980,8.1,3.6,6330,michael_apted
4836,The Competition,1980,6.6,3.5,116,joel_oliansky
4837,Cruising,1980,5.3,3.2,1790,william_friedkin
4839,Death Ship,1980,0,0,0,alvin_rakoff
4840,Le dernier métro,1980,7.3,3.9,1300,francois_truffaut
4841,Divine Madness,1980,0,0,0,michael_ritchie
4842,The Dogs of War,1980,6.2,0,0,john_irvin
4843,The Learning Curve,2001,4.3,3.1,147,eric_schwab
4845,Corky Romano,2001,2.8,2.4,4219,rob_pritts
4846,Siu nin Wong Fei Hung ji: Tit Ma Lau,1993,7.3,3.7,3899,yuen_woping
4847,À ma soeur!,2001,6.4,3.4,1800,catherine_breillat
4848,Mulholland Dr.,2001,7.4,3.7,36399,david_lynch
4849,My First Mister,2001,5.6,3.6,1032,christine_lahti
4850,Spriggan,1998,5.6,3.4,1591,hirotsugu_kawasaki
4851,Things Behind the Sun,2001,7,3.7,309,allison_anders
4852,Bones,2001,3.8,2.7,3184,ernest_r_dickerson
4853,Brannigan,1975,4.6,3.1,1032,douglas_hickox
4854,Clambake,1967,0,0,0,arthur_h_nadel
4855,Dirty Harry,1971,7.8,3.8,17350,don_siegel
4856,Destiny in Space,1994,0,0,0,ben_burtt
4857,Fiddler on the Roof,1971,7.8,3.8,10462,norman_jewison
4858,Hail Columbia!,1982,0,0,0,graeme_ferguson
4860,Making the Grade,1984,0,0,0,dorian_walker
4861,Mission to Mir,1997,0,0,0,ivan_galin
4862,Not Without My Daughter,1991,4.9,3.4,2771,brian_gilbert
4863,Female Trouble,1974,6.6,4,2218,1059231-john_waters
4864,Titanica,1995,6,3.2,184,stephen_low
4865,From Hell,2001,5.7,3.3,33233,allen_hughes
4866,The Last Castle,2001,5.6,3.4,9259,rod_lurie
4867,Riding in Cars with Boys,2001,5.2,3.1,12761,penny_marshall
4868,Bangkok Dangerous,2008,3.4,2.8,23793,oxide_pang_chun
4869,Plata quemada,2000,6.5,3.8,917,marcelo_pineyro
4870,Dancing at the Blue Iguana,2000,4.6,3,698,michael_radford
4871,Auto Focus,2002,6.7,3.2,1283,paul_schrader
4872,Intimacy,2001,6.2,3.3,918,patrice_chereau
4874,K-PAX,2001,5.1,3.2,14543,iain_softley
4875,On the Line,2001,3.5,2.8,1493,eric_bross
4877,Better Than Sex,2000,5.2,3.7,1847,valerie_breiman
4878,Donnie Darko,2001,7.5,3.1,208768,1141962-richard_kelly
4879,High Heels and Low Lifes,2001,4.3,3.1,929,mel_smith
4880,Life as a House,2001,5.2,3.8,11735,irwin_winkler
4881,The Man Who Wasn't There,2001,7.1,3.7,10358,ethan_coen
4883,La ville est tranquille,2000,6.7,3.7,242,robert_guediguian
4884,Trembling Before G-d,2001,7.1,3.4,564,sandi_dubowski
4885,Domestic Disturbance,2001,4,2.9,4637,harold_becker
4886,Monsters Inc.,2001,7.9,3.8,150109,peter_docter
4887,The One,2001,3.9,3.1,16192,1036363-james_wong
4888,Tape,2001,6.7,3.6,2260,richard_linklater
4889,Heist,2001,6.2,3.2,3156,david_mamet
4890,Shallow Hal,2001,5.4,3,34183,bobby_farrelly
4892,Maze,2000,\N,\N,\N,_0001555
4893,When a Stranger Calls,2006,3.2,3.1,53427,simon_west
4894,Timerider: The Adventure of Lyle Swann,1982,0,0,0,william_dear
4895,The Wash,2001,2.9,3.4,3029,dj_pooh
4896,Harry Potter and the Sorcerer's Stone,2001,7,3.6,181305,chris_columbus
4897,The Fluffer,2001,\N,\N,\N,
4898,Novocaine,2001,4.6,2.8,1635,david_atkins
4899,Black Knight,2001,3.4,2.6,9124,gil_junger
4901,Spy Game,2001,6.2,3.3,15479,tony_scott
4902,El espinazo del diablo,2001,7.5,3.9,9276,guillermo_del_toro
4903,In the Bedroom,2001,7.9,3.7,4252,todd_field
4905,Hell Up in Harlem,1973,4.2,0,0,1041041-larry_cohen
4907,Across 110th Street,1972,0,0,0,barry_shear
4908,Le petit soldat,1963,6.4,3.7,817,jeanluc_godard
4909,The Incredible Shrinking Woman,1981,4,3,943,joel_schumacher
4910,Keetje Tippel,1975,0,2.9,32,paul_verhoeven
4911,Jabberwocky,1977,5.8,0,0,terry_gilliam
4912,Funny Girl,1968,7.6,3.7,3850,william_wyler
4915,The Beastmaster,1982,5.3,0,0,don_coscarelli
4916,Midway,1976,5.9,3.6,1581,jack_smight
4917,MacArthur,1977,5.4,0,0,joseph_sargent
4918,The Young Lions,1958,7.6,0,0,edward_dmytryk
4919,Subway,1985,5.8,0,0,luc_besson
4920,Now Voyager,1942,8,0,0,irving_rapper
4922,Halls of Montezuma,1950,6.6,0,0,lewis_milestone
4923,Guadalcanal Diary,1943,0,0,0,lewis_seiler
4924,Lo sbarco di Anzio,1968,6.1,3.1,972,edward_dmytryk
4925,The Cheap Detective,1978,5.7,0,0,robert_moore
4926,Iedereen beroemd!,2000,5.3,3.4,535,dominique_deruddere
4927,The Last Wave,1977,7.4,3.7,913,peter_weir
4928,Cet obscur objet du désir,1977,9,4.1,2049,luis_bunuel
4930,Funeral in Berlin,1966,5.9,0,0,guy_hamilton
4931,Don't Go in the House,1980,0,0,0,joseph_ellison
4932,Dressed to Kill,1946,6.2,0,0,roy_william_neill
4933,The Earthling,1980,0,0,0,peter_collinson
4934,The Exterminator,1980,0,0,0,james_glickenhaus
4935,Darkness Falls,2003,3.2,2.8,11135,jonathan_liebesman
4936,Fame,1980,6.9,3.2,6724,1042742-alan_parker
4937,Fatso,1980,0,0,0,anne_bancroft
4938,La femme de l'aviateur,1981,7.3,3.6,300,eric_rohmer
4939,The Final Countdown,1980,5.5,3.4,1797,1015315-don_taylor
4940,The First Deadly Sin,1980,5.9,3,424,anthony_zerbe
4942,The Angry Red Planet,1959,4,0,0,ib_melchior
4943,At the Earth's Core,1976,4.4,2.9,800,kevin_connor
4944,Empire of the Ants,1977,2.4,2.7,618,bert_i_gordon
4945,The Enforcer,1976,6.3,3.4,3350,1041374-james_fargo
4947,The Gauntlet,1977,6.1,3.2,2342,clint_eastwood
4948,I Bury the Living,1958,6.3,0,0,albert_band
4949,Invasion U.S.A.,1985,4,3,1237,joseph_zito
4950,Lone Wolf McQuade,1983,0,3.4,1315,steve_carver
4952,Morons from Outer Space,1985,0,0,0,mike_hodges
4953,The People That Time Forgot,1977,0,0,0,kevin_connor
4954,Ocean's Eleven,2001,6.9,3.6,185259,steven_soderbergh
4955,The Sicilian,1987,4.2,2.9,708,michael_cimino
4956,The Fall Guy,1981,\N,\N,\N,
4957,Sudden Impact,1983,5.7,3.2,4154,clint_eastwood
4958,Behind Enemy Lines,2001,4.7,3.3,24612,1145347-john_moore
4959,The Affair of the Necklace,2001,3.7,3.1,984,charles_shyer
4960,The Independent,2000,6,3,404,stephen_kessler
4961,Porn Star: The Legend of Ron Jeremy,2001,6,3.3,1190,scott_j_gill
4962,Walker Texas Ranger,1993,\N,\N,\N,
4964,Baran,2001,7.6,3.9,880,majid_majidi
4965,The Business of Strangers,2001,6.5,3.1,808,patrick_stettner
4966,The Incredible Shrinking Man,1957,7.6,3.7,997,jack_arnold
4968,Piñero,2001,5.4,3.7,301,leon_ichaso
4969,And Then There Were None,1945,8,0,0,rene_clair
4970,Der blaue Engel,1930,8.3,4,1414,josef_von_sternberg
4971,Moscow on the Hudson,1984,7,3,1498,paul_mazursky
4972,The Owl and the Pussycat,1970,6.5,0,0,herbert_ross
4973,Le fabuleux destin d'Amélie Poulain,2001,7.9,4.2,149167,jeanpierre_jeunet
4974,Not Another Teen Movie,2001,4,3,48724,joel_gallen
4975,Vanilla Sky,2001,5.2,3,44021,cameron_crowe
4976,Iris,2001,7.1,3.6,2908,richard_eyre
4977,Safar e Ghandehar,2001,7.6,3.6,1057,andrei_kavun
4978,Lantana,2001,7.4,3.8,1926,ray_lawrence
4979,The Royal Tenenbaums,2001,7.2,3.6,56830,wes_anderson
4981,Clockwise,1986,0,0,0,christopher_morahan
4982,The Trollenberg Terror,1958,5.1,0,0,quentin_lawrence
4983,The Holcroft Covenant,1985,0,0,0,john_frankenheimer
4984,Morgan: A Suitable Case for Treatment,1966,7.3,0,0,karel_reisz
4985,Sheena,1984,4.2,0,0,john_guillermin
4986,Silent Rage,1982,\N,\N,\N,michael_miller
4987,Spacehunter: Adventures in the Forbidden Zone,1983,3.2,0,0,lamont_johnson
4988,White Water Summer,1987,4.5,0,0,jeff_bleckner
4989,How High,2001,3.8,3.5,15720,jesse_dylan
4990,Jimmy Neutron: Boy Genius,2001,6.4,2.7,5010,1050341-john_davis
4991,Joe Somebody,2001,4.5,0,0,henry_barrial
4992,Kate & Leopold,2001,5.2,3,23394,james_mangold
4993,The Lord of the Rings: The Fellowship of the Ring,2001,8.1,4.1,282006,peter_jackson
4994,The Majestic,2001,4.9,3.1,10091,frank_darabont
4996,Otesánek,2000,7,3.9,1648,jan_svankmajer
4997,The Convent,2000,0,0,0,mike_mendez
4998,The Defiant Ones,1958,7,3.7,1030,stanley_kramer
4999,Dodsworth,1936,7.5,4,490,william_wyler
5000,Medium Cool,1969,8.1,3.7,656,haskell_wexler
5001,Sahara,2005,5.2,3,24489,breck_eisner
5002,Fritz the Cat,1972,5.4,3.3,1651,ralph_bakshi
5003,The Nine Lives of Fritz the Cat,1974,5.7,0,0,reva_rose
5004,24 Hour Party People,2002,0,0,0,michael_winterbottom
5005,Separate Tables,1958,8.1,0,0,delbert_mann
5006,Yu pu tuan zhi: Tou qing bao jian,1991,0,0,0,michael_mak
5007,Topkapi,1964,7.4,0,0,jules_dassin
5008,Witness for the Prosecution,1982,\N,\N,\N,alan_gibson
5009,Ali,2001,6.3,3.3,18871,michael_mann
5010,Black Hawk Down,2001,6.9,3.7,83816,director-ridley-scott
5011,Charlotte Gray,2001,4.7,3.4,2092,gillian_armstrong
5012,Yentl,1983,6,3.4,1678,barbra_streisand
5013,Gosford Park,2001,7.5,3.5,10122,robert_altman
5014,I Am Sam,2001,4.6,3.7,51459,jessie_nelson
5015,Monster's Ball,2001,7.4,3.3,12025,marc_forster
5016,The Shipping News,2001,5.8,3.2,4197,162659443
5017,The Big Heat,1953,8.4,0,0,fritz_lang
5018,Motorama,1991,5.1,0,0,barry_shils
5019,Queen Bee,1955,0,0,0,barry_sullivan
5020,Silent Trigger,1996,0,0,0,russell_mulcahy
5021,Murder by Death,1976,6.1,3.9,3635,robert_moore
5022,The Servant,1963,6.6,4.1,746,joseph_losey
5023,The Waterdance,1992,7.2,3.3,417,elizabeth_pena
5024,Presque rien,2000,0,0,0,silvio_soldini
5025,Orange County,2002,5.2,3,12865,jake_kasdan
5026,Le pacte des loups,2001,6.2,3.5,10900,christophe_gans
5027,Another 48 Hrs.,1990,3.8,2.9,6166,walter_hill
5028,Ni na bian ji dian,2001,7.1,3.9,860,tsai-mingliang
5029,China Moon,1994,5.6,3,535,john_bailey
5030,The Umbrella Woman,1987,0,2.9,207,1000993-bruce_barry
5031,Maria's Lovers,1984,0,0,0,_0464846
5032,Failure to Launch,2006,4.6,3.2,86609,tom_dey
5033,The Russia House,1990,6.6,3,1792,fred_schepisi
5034,Truly Madly Deeply,1990,6.6,3.9,3004,anthony_minghella
5035,Wuthering Heights,1939,7.9,3.9,2525,william_wyler
5036,California Suite,1978,5.2,3.1,671,herbert_ross
5037,The Long Gray Line,1955,7.1,0,0,john_ford
5038,The Flight of Dragons,1982,0,0,0,jules_bass
5039,Dragonslayer,1981,6.1,3.2,8214,matthew_robbins
5040,Conan the Destroyer,1984,0,0,0,cheh_chang
5041,Fire & Ice,2008,0,0,0,pitof
5043,17 sui de tian kong,2004,4.8,3.6,656,dj_chen
5044,Foxes,1980,5.9,3.3,658,adrian_lyne
5045,Galaxina,1980,3.6,0,0,william_sachs
5047,Kung Pow: Enter the Fist,2002,2.8,3,15128,steve_oedekerk
5048,Snow Dogs,2002,3.9,2.8,11502,brian_levant
5050,Abschied - Brechts letzter Sommer,2000,6.5,2.8,129,jan-schutte
5051,Italiensk for begyndere,2000,7.2,3.7,1581,lone_scherfig
5052,Ha-Hesder,2000,6.1,3.6,197,joseph_cedar
5053,Blankman,1994,3.3,2.3,2988,mike_binder
5054,Brainstorm,1983,5.8,3.1,1295,douglas_trumbull
5055,Dragon: The Bruce Lee Story,1993,6.8,3.4,7771,rob_cohen
5057,4 for Texas,1963,4.1,0,0,robert_aldrich
5058,Herz aus Glas,1976,7.2,3.7,892,werner_herzog
5059,Little Dieter Needs to Fly,1997,7.8,4.1,1132,werner_herzog
5060,MASH,1970,8.2,3.7,10200,robert_altman
5061,Mrs. Soffel,1984,5.6,3.1,791,gillian_armstrong
5063,One-Eyed Jacks,1961,6.3,0,0,marlon_brando
5064,The Count of Monte Cristo,2002,6.6,3.6,29907,kevin_reynolds
5065,The Mothman Prophecies,2002,5.5,3,8350,mark_pellington
5066,A Walk to Remember,2002,4.1,3.3,243778,adam_shankman
5067,American Adobo,2001,4.6,3.8,502,laurice_guillen
5068,Shiqi sui de dan che,2001,6.4,3.6,1036,wang_xiaoshuai
5069,Escaflowne,2000,5.3,3.6,2839,kazuki_akane
5071,Maelström,2000,6.7,4,14,denis-villeneuve
5073,La stanza del figlio,2001,7.3,3.8,1513,nanni_moretti
5074,Storytelling,2001,5.6,3.5,3033,todd_solondz
5075,Waydowntown,2000,6.4,3.5,496,gary_burns
5076,The Adventures of Huck Finn,1993,5.9,2.9,2408,stephen_sommers
5077,Cousins,1989,5.8,3.1,644,joel_shumacher
5078,Falling in Love,1984,5.4,3.5,2067,ulu_grosbard
5079,Young @ Heart,2007,7.5,4.2,3340,1184531-stephen_walker
5080,Slackers,2002,3.1,2.8,4294,dewey-nicks
5081,Birthday Girl,2001,5.7,2.8,4145,jez_butterworth
5082,A Rumor of Angels,2000,4.7,3.6,355,peter_ofallon
5083,Rare Birds,2001,5.9,3.4,569,sturla_gunnarsson
5084,Caged Heat,1974,6.4,2.9,988,jonathan_demme
5085,Carmen Jones,1954,6.1,3.9,1003,otto_preminger
5086,The Five Heartbeats,1991,4.9,4.2,4599,robert_townsend
5087,Préparez vos mouchoirs,1978,6.6,0,0,bertrand_blier
5088,Les valseuses,1974,6.9,0,0,bertrand_blier
5089,Honky Tonk Freeway,1981,0,0,0,john_schlesinger
5090,Notre-Dame de Paris,1956,0,0,0,jean_delannoy
5091,Le magnifique,1973,0,0,0,philippe_de_broca
5092,Big Fat Liar,2002,4.9,2.9,23120,1048166-shawn_levy
5093,Collateral Damage,2002,4,2.8,10885,1022918-andrew_davis
5094,Rollerball,1975,6,3.2,2655,norman_jewison
5095,Scotland Pa.,2001,6,3.6,1222,billy_morrissette
5096,Baby's Day Out,1994,3.9,2.7,10709,patrick_read_johnson
5097,Bright Eyes,1934,6.4,0,0,stuart_marshall
5098,Dimples,1936,0,0,0,1028179-william_a_seiter
5099,Heidi,1968,0,0,0,delbert_mann
5100,L'homme qui aimait les femmes,1977,7,3.9,1035,francois_truffaut
5101,Richard Pryor... Here and Now,1983,7.5,3.7,646,richard_pryor
5102,Rookie of the Year,1993,4.7,0,0,daniel_stern
5103,The Sandlot,1993,5.8,3.6,28919,david_m_evans
5104,Vacas,1992,0,0,0,julio_medem
5105,Don't Look Now,1973,8.2,3.8,4354,nicolas_roeg
5106,Crossroads,2002,3.9,2.2,15071,tamra_davis
5107,Hart's War,2002,5.9,3,6114,gregory_hoblit
5108,John Q,2002,4.4,3.6,18865,nick_cassavetes
5109,Return to Never Land,2002,5.4,3.2,4974,robin_budd
5110,Super Troopers,2001,5,3.7,49372,jay_chandrasekhar
5111,The Good Son,1993,4.2,3,6435,joseph_ruben
5112,Last Orders,2001,7,3.4,644,fred_schepisi
5113,Caccia alla volpe,1966,5.4,0,0,vittorio_de_sica
5114,The Bad and the Beautiful,1952,7.7,3.8,1035,vincente_minnelli
5115,Cast a Giant Shadow,1966,0,0,0,melville_shavelson
5116,Designing Woman,1957,7,0,0,vincente_minnelli
5117,Funny Lady,1975,4.4,3.2,1039,herbert_ross
5118,The Heartbreak Kid,2007,4.7,2.9,91228,bobby_farrelly
5119,Saturday Night and Sunday Morning,1960,8,0,0,karel_reisz
5120,Sleuth,2007,5.1,3.2,9724,kenneth_branagh
5121,Stroszek,1977,8.2,4.3,1933,werner_herzog
